100050 silly lifecycle fs.realpath@1.0.0~preinstall: no script for preinstall, continuing
106571 silly linkStuff wordwrap@0.0.2 has /www/lifecockpit/node_modules as its parent node_modules
106572 verbose linkBins wordwrap@0.0.2
106573 verbose linkMans wordwrap@0.0.2
106574 silly build cliui@2.1.0
106575 info linkStuff cliui@2.1.0
106576 silly linkStuff cliui@2.1.0 has /www/lifecockpit/node_modules as its parent node_modules
106577 verbose linkBins cliui@2.1.0
106578 verbose linkMans cliui@2.1.0
106579 silly build yargs@3.10.0
106580 info linkStuff yargs@3.10.0
106581 silly linkStuff yargs@3.10.0 has /www/lifecockpit/node_modules/webpack/node_modules/uglify-js/node_modules as its parent node_modules
106582 verbose linkBins yargs@3.10.0
106583 verbose linkMans yargs@3.10.0
106584 silly build uglify-js@2.6.4
106585 info linkStuff uglify-js@2.6.4
106586 silly linkStuff uglify-js@2.6.4 has /www/lifecockpit/node_modules/webpack/node_modules as its parent node_modules
106587 verbose linkBins uglify-js@2.6.4
106588 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
106588 verbose link bins   '/www/lifecockpit/node_modules/webpack/node_modules/.bin',
106588 verbose link bins   false ]
106589 verbose linkMans uglify-js@2.6.4
106590 silly gentlyRm /www/lifecockpit/node_modules/webpack/node_modules/.bin/uglifyjs is being purged
106591 verbose gentlyRm don't care about contents; nuking /www/lifecockpit/node_modules/webpack/node_modules/.bin/uglifyjs
106592 silly build optimist@0.6.1
106593 info linkStuff optimist@0.6.1
106594 silly linkStuff optimist@0.6.1 has /www/lifecockpit/node_modules as its parent node_modules
106595 verbose linkBins optimist@0.6.1
106596 verbose linkMans optimist@0.6.1
106597 silly build wrap-ansi@2.1.0
106598 info linkStuff wrap-ansi@2.1.0
106599 silly linkStuff wrap-ansi@2.1.0 has /www/lifecockpit/node_modules as its parent node_modules
106600 verbose linkBins wrap-ansi@2.1.0
106601 verbose linkMans wrap-ansi@2.1.0
106602 silly build cliui@3.2.0
106603 info linkStuff cliui@3.2.0
106604 silly linkStuff cliui@3.2.0 has /www/lifecockpit/node_modules/sass-graph/node_modules as its parent node_modules
106605 verbose linkBins cliui@3.2.0
106606 verbose linkMans cliui@3.2.0
106607 silly build cliui@3.2.0
106608 info linkStuff cliui@3.2.0
106609 silly linkStuff cliui@3.2.0 has /www/lifecockpit/node_modules/webpack/node_modules/yargs/node_modules as its parent node_modules
106610 verbose linkBins cliui@3.2.0
106611 verbose linkMans cliui@3.2.0
106612 silly build wrappy@1.0.2
106613 info linkStuff wrappy@1.0.2
106614 silly linkStuff wrappy@1.0.2 has /www/lifecockpit/node_modules as its parent node_modules
106615 verbose linkBins wrappy@1.0.2
106616 verbose linkMans wrappy@1.0.2
106617 silly build once@1.3.3
106618 info linkStuff once@1.3.3
106619 silly linkStuff once@1.3.3 has /www/lifecockpit/node_modules/duplexify/node_modules as its parent node_modules
106620 verbose linkBins once@1.3.3
106621 verbose linkMans once@1.3.3
106622 silly build end-of-stream@1.0.0
106623 info linkStuff end-of-stream@1.0.0
106624 silly linkStuff end-of-stream@1.0.0 has /www/lifecockpit/node_modules/duplexify/node_modules as its parent node_modules
106625 verbose linkBins end-of-stream@1.0.0
106626 verbose linkMans end-of-stream@1.0.0
106627 silly build duplexify@3.5.0
106628 info linkStuff duplexify@3.5.0
106629 silly linkStuff duplexify@3.5.0 has /www/lifecockpit/node_modules as its parent node_modules
106630 verbose linkBins duplexify@3.5.0
106631 verbose linkMans duplexify@3.5.0
106632 silly build once@1.3.3
106633 info linkStuff once@1.3.3
106634 silly linkStuff once@1.3.3 has /www/lifecockpit/node_modules/end-of-stream/node_modules as its parent node_modules
106635 verbose linkBins once@1.3.3
106636 verbose linkMans once@1.3.3
106637 silly build end-of-stream@0.1.5
106638 info linkStuff end-of-stream@0.1.5
106639 silly linkStuff end-of-stream@0.1.5 has /www/lifecockpit/node_modules as its parent node_modules
106640 verbose linkBins end-of-stream@0.1.5
106641 verbose linkMans end-of-stream@0.1.5
106642 silly build orchestrator@0.3.8
106643 info linkStuff orchestrator@0.3.8
106644 silly linkStuff orchestrator@0.3.8 has /www/lifecockpit/node_modules as its parent node_modules
106645 verbose linkBins orchestrator@0.3.8
106646 verbose linkMans orchestrator@0.3.8
106647 silly build once@1.4.0
106648 info linkStuff once@1.4.0
106649 silly linkStuff once@1.4.0 has /www/lifecockpit/node_modules as its parent node_modules
106650 verbose linkBins once@1.4.0
106651 verbose linkMans once@1.4.0
106652 silly build end-of-stream@1.4.0
106653 info linkStuff end-of-stream@1.4.0
106654 silly linkStuff end-of-stream@1.4.0 has /www/lifecockpit/node_modules/async-done/node_modules as its parent node_modules
106655 verbose linkBins end-of-stream@1.4.0
106656 verbose linkMans end-of-stream@1.4.0
106657 silly build async-done@1.2.2
106658 info linkStuff async-done@1.2.2
106659 silly linkStuff async-done@1.2.2 has /www/lifecockpit/node_modules as its parent node_modules
106660 verbose linkBins async-done@1.2.2
106661 verbose linkMans async-done@1.2.2
106662 silly build gulp-batch@1.0.5
106663 info linkStuff gulp-batch@1.0.5
106664 silly linkStuff gulp-batch@1.0.5 has /www/lifecockpit/node_modules as its parent node_modules
106665 verbose linkBins gulp-batch@1.0.5
106666 verbose linkMans gulp-batch@1.0.5
106667 silly build inflight@1.0.6
106668 info linkStuff inflight@1.0.6
106669 silly linkStuff inflight@1.0.6 has /www/lifecockpit/node_modules as its parent node_modules
106670 verbose linkBins inflight@1.0.6
106671 verbose linkMans inflight@1.0.6
106672 silly build glob@5.0.15
106673 info linkStuff glob@5.0.15
106674 silly linkStuff glob@5.0.15 has /www/lifecockpit/node_modules/commoner/node_modules as its parent node_modules
106675 verbose linkBins glob@5.0.15
106676 verbose linkMans glob@5.0.15
106677 silly build commoner@0.10.8
106678 info linkStuff commoner@0.10.8
106679 silly linkStuff commoner@0.10.8 has /www/lifecockpit/node_modules as its parent node_modules
106680 verbose linkBins commoner@0.10.8
106681 verbose link bins [ { commonize: './bin/commonize' },
106681 verbose link bins   '/www/lifecockpit/node_modules/.bin',
106681 verbose link bins   false ]
106682 verbose linkMans commoner@0.10.8
106683 silly build jstransform@11.0.3
106684 info linkStuff jstransform@11.0.3
106685 silly linkStuff jstransform@11.0.3 has /www/lifecockpit/node_modules as its parent node_modules
106686 verbose linkBins jstransform@11.0.3
106687 verbose link bins [ { jstransform: 'bin/jstransform' },
106687 verbose link bins   '/www/lifecockpit/node_modules/.bin',
106687 verbose link bins   false ]
106688 verbose linkMans jstransform@11.0.3
106689 silly build envify@3.4.1
106690 info linkStuff envify@3.4.1
106691 silly linkStuff envify@3.4.1 has /www/lifecockpit/node_modules as its parent node_modules
106692 verbose linkBins envify@3.4.1
106693 verbose link bins [ { envify: 'bin/envify' },
106693 verbose link bins   '/www/lifecockpit/node_modules/.bin',
106693 verbose link bins   false ]
106694 verbose linkMans envify@3.4.1
106695 silly build vue@1.0.28
106696 info linkStuff vue@1.0.28
106697 silly linkStuff vue@1.0.28 has /www/lifecockpit/node_modules as its parent node_modules
106698 verbose linkBins vue@1.0.28
106699 verbose linkMans vue@1.0.28
106700 silly build glob@7.1.1
106701 info linkStuff glob@7.1.1
106702 silly linkStuff glob@7.1.1 has /www/lifecockpit/node_modules as its parent node_modules
106703 verbose linkBins glob@7.1.1
106704 verbose linkMans glob@7.1.1
106705 silly build globby@5.0.0
106706 info linkStuff globby@5.0.0
106707 silly linkStuff globby@5.0.0 has /www/lifecockpit/node_modules as its parent node_modules
106708 verbose linkBins globby@5.0.0
106709 verbose linkMans globby@5.0.0
106710 silly build globule@1.1.0
106711 info linkStuff globule@1.1.0
106712 silly linkStuff globule@1.1.0 has /www/lifecockpit/node_modules/node-sass/node_modules as its parent node_modules
106713 verbose linkBins globule@1.1.0
106714 verbose linkMans globule@1.1.0
106715 silly build gaze@1.1.2
106716 info linkStuff gaze@1.1.2
106717 silly linkStuff gaze@1.1.2 has /www/lifecockpit/node_modules/node-sass/node_modules as its parent node_modules
106718 verbose linkBins gaze@1.1.2
106719 verbose linkMans gaze@1.1.2
106720 silly build rimraf@2.6.1
106721 info linkStuff rimraf@2.6.1
106722 silly linkStuff rimraf@2.6.1 has /www/lifecockpit/node_modules as its parent node_modules
106723 verbose linkBins rimraf@2.6.1
106724 verbose link bins [ { rimraf: './bin.js' },
106724 verbose link bins   '/www/lifecockpit/node_modules/.bin',
106724 verbose link bins   false ]
106725 verbose linkMans rimraf@2.6.1
106726 silly build del@2.2.2
106727 info linkStuff del@2.2.2
106728 silly linkStuff del@2.2.2 has /www/lifecockpit/node_modules as its parent node_modules
106729 verbose linkBins del@2.2.2
106730 verbose linkMans del@2.2.2
106731 silly build fstream@1.0.11
106732 info linkStuff fstream@1.0.11
106733 silly linkStuff fstream@1.0.11 has /www/lifecockpit/node_modules as its parent node_modules
106734 verbose linkBins fstream@1.0.11
106735 verbose linkMans fstream@1.0.11
106736 silly build tar@2.2.1
106737 info linkStuff tar@2.2.1
106738 silly linkStuff tar@2.2.1 has /www/lifecockpit/node_modules as its parent node_modules
106739 verbose linkBins tar@2.2.1
106740 verbose linkMans tar@2.2.1
106741 silly build node-gyp@3.6.0
106742 info linkStuff node-gyp@3.6.0
106743 silly linkStuff node-gyp@3.6.0 has /www/lifecockpit/node_modules as its parent node_modules
106744 warn prefer global node-gyp@3.6.0 should be installed with -g
106745 verbose linkBins node-gyp@3.6.0
106746 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
106746 verbose link bins   '/www/lifecockpit/node_modules/.bin',
106746 verbose link bins   false ]
106747 verbose linkMans node-gyp@3.6.0
106748 silly build glob@4.5.3
106749 info linkStuff glob@4.5.3
106750 silly linkStuff glob@4.5.3 has /www/lifecockpit/node_modules/glob-stream/node_modules as its parent node_modules
106751 verbose linkBins glob@4.5.3
106752 verbose linkMans glob@4.5.3
106753 silly build glob@5.0.15
106754 info linkStuff glob@5.0.15
106755 silly linkStuff glob@5.0.15 has /www/lifecockpit/node_modules/rework-import/node_modules as its parent node_modules
106756 verbose linkBins glob@5.0.15
106757 verbose linkMans glob@5.0.15
106758 silly build globby@2.1.0
106759 info linkStuff globby@2.1.0
106760 silly linkStuff globby@2.1.0 has /www/lifecockpit/node_modules/rework-import/node_modules as its parent node_modules
106761 verbose linkBins globby@2.1.0
106762 verbose linkMans globby@2.1.0
106763 silly build rework-import@2.1.0
106764 info linkStuff rework-import@2.1.0
106765 silly linkStuff rework-import@2.1.0 has /www/lifecockpit/node_modules as its parent node_modules
106766 verbose linkBins rework-import@2.1.0
106767 verbose linkMans rework-import@2.1.0
106768 silly build run-async@0.1.0
106769 info linkStuff run-async@0.1.0
106770 silly linkStuff run-async@0.1.0 has /www/lifecockpit/node_modules as its parent node_modules
106771 verbose linkBins run-async@0.1.0
106772 verbose linkMans run-async@0.1.0
106773 silly build inquirer@0.10.1
106774 info linkStuff inquirer@0.10.1
106775 silly linkStuff inquirer@0.10.1 has /www/lifecockpit/node_modules as its parent node_modules
106776 verbose linkBins inquirer@0.10.1
106777 verbose linkMans inquirer@0.10.1
106778 silly build gulp-prompt@0.2.0
106779 info linkStuff gulp-prompt@0.2.0
106780 silly linkStuff gulp-prompt@0.2.0 has /www/lifecockpit/node_modules as its parent node_modules
106781 verbose linkBins gulp-prompt@0.2.0
106782 verbose linkMans gulp-prompt@0.2.0
106783 silly build wrench-sui@0.0.3
106784 info linkStuff wrench-sui@0.0.3
106785 silly linkStuff wrench-sui@0.0.3 has /www/lifecockpit/node_modules as its parent node_modules
106786 verbose linkBins wrench-sui@0.0.3
106787 verbose linkMans wrench-sui@0.0.3
106788 silly build xml-char-classes@1.0.0
106789 info linkStuff xml-char-classes@1.0.0
106790 silly linkStuff xml-char-classes@1.0.0 has /www/lifecockpit/node_modules as its parent node_modules
106791 verbose linkBins xml-char-classes@1.0.0
106792 verbose linkMans xml-char-classes@1.0.0
106793 silly build ncname@1.0.0
106794 info linkStuff ncname@1.0.0
106795 silly linkStuff ncname@1.0.0 has /www/lifecockpit/node_modules as its parent node_modules
106796 verbose linkBins ncname@1.0.0
106797 verbose linkMans ncname@1.0.0
106798 silly build xtend@4.0.1
106799 info linkStuff xtend@4.0.1
106800 silly linkStuff xtend@4.0.1 has /www/lifecockpit/node_modules as its parent node_modules
106801 verbose linkBins xtend@4.0.1
106802 verbose linkMans xtend@4.0.1
106803 silly build through2@0.6.5
106804 info linkStuff through2@0.6.5
106805 silly linkStuff through2@0.6.5 has /www/lifecockpit/node_modules/glob-stream/node_modules as its parent node_modules
106806 verbose linkBins through2@0.6.5
106807 verbose linkMans through2@0.6.5
106808 silly build glob-stream@3.1.18
106809 info linkStuff glob-stream@3.1.18
106810 silly linkStuff glob-stream@3.1.18 has /www/lifecockpit/node_modules as its parent node_modules
106811 verbose linkBins glob-stream@3.1.18
106812 verbose linkMans glob-stream@3.1.18
106813 silly build through2@1.1.1
106814 info linkStuff through2@1.1.1
106815 silly linkStuff through2@1.1.1 has /www/lifecockpit/node_modules/gulp-concat-css/node_modules as its parent node_modules
106816 verbose linkBins through2@1.1.1
106817 verbose linkMans through2@1.1.1
106818 silly build through2@0.6.5
106819 info linkStuff through2@0.6.5
106820 silly linkStuff through2@0.6.5 has /www/lifecockpit/node_modules/gulp-notify/node_modules as its parent node_modules
106821 verbose linkBins through2@0.6.5
106822 verbose linkMans through2@0.6.5
106823 silly build through2@0.6.5
106824 info linkStuff through2@0.6.5
106825 silly linkStuff through2@0.6.5 has /www/lifecockpit/node_modules/gulp-rtlcss/node_modules as its parent node_modules
106826 verbose linkBins through2@0.6.5
106827 verbose linkMans through2@0.6.5
106828 silly build stream-http@2.7.0
106829 info linkStuff stream-http@2.7.0
106830 silly linkStuff stream-http@2.7.0 has /www/lifecockpit/node_modules as its parent node_modules
106831 verbose linkBins stream-http@2.7.0
106832 verbose linkMans stream-http@2.7.0
106833 silly build node-libs-browser@1.1.1
106834 info linkStuff node-libs-browser@1.1.1
106835 silly linkStuff node-libs-browser@1.1.1 has /www/lifecockpit/node_modules as its parent node_modules
106836 verbose linkBins node-libs-browser@1.1.1
106837 verbose linkMans node-libs-browser@1.1.1
106838 silly build node-libs-browser@0.7.0
106839 info linkStuff node-libs-browser@0.7.0
106840 silly linkStuff node-libs-browser@0.7.0 has /www/lifecockpit/node_modules/webpack-stream/node_modules as its parent node_modules
106841 verbose linkBins node-libs-browser@0.7.0
106842 verbose linkMans node-libs-browser@0.7.0
106843 silly build through2@2.0.3
106844 info linkStuff through2@2.0.3
106845 silly linkStuff through2@2.0.3 has /www/lifecockpit/node_modules as its parent node_modules
106846 verbose linkBins through2@2.0.3
106847 verbose linkMans through2@2.0.3
106848 silly build @gulp-sourcemaps/map-sources@1.0.0
106849 info linkStuff @gulp-sourcemaps/map-sources@1.0.0
106850 silly linkStuff @gulp-sourcemaps/map-sources@1.0.0 has /www/lifecockpit/node_modules as its parent node_modules
106851 verbose linkBins @gulp-sourcemaps/map-sources@1.0.0
106852 verbose linkMans @gulp-sourcemaps/map-sources@1.0.0
106853 silly build cloneable-readable@1.0.0
106854 info linkStuff cloneable-readable@1.0.0
106855 silly linkStuff cloneable-readable@1.0.0 has /www/lifecockpit/node_modules as its parent node_modules
106856 verbose linkBins cloneable-readable@1.0.0
106857 verbose linkMans cloneable-readable@1.0.0
106858 silly build vinyl@2.0.1
106859 info linkStuff vinyl@2.0.1
106860 silly linkStuff vinyl@2.0.1 has /www/lifecockpit/node_modules/gulp-concat/node_modules as its parent node_modules
106861 verbose linkBins vinyl@2.0.1
106862 verbose linkMans vinyl@2.0.1
